source	interaction_type	target
ZNF277	bn	TATDN1
CRTC3	bn	DFFA
CRTC3	bn	ZBTB9
CRTC3	bn	TNFRSF10A
CRTC3	bn	APOOL
NEMF	bn	TRIM4
NEMF	bn	DMTF1
NEMF	bn	POLI
NEMF	bn	LOC100507619
NEMF	bn	UBA6
NEMF	bn	SCRN3
NEMF	bn	ZMAT1
DYSF	bn	ANPEP
DYSF	bn	MMP9
DYSF	bn	SLC26A8
SDF2L1	bn	ADAT3
SDF2L1	bn	LOC100289092
PTBP2	bn	LOC100506060
FANCF	bn	KIAA1279
FANCF	bn	NAP1L2
FANCF	bn	ING5
FANCF	bn	NOM1
FANCF	bn	EID3
RAB7L1	bn	HENMT1
IFT52	bn	TMEM9B
NARG2	bn	GALNT12
NARG2	bn	TRMT61B
TGIF2	bn	IFT80
MSL2	bn	SGPL1
MSL2	bn	ARID1A
MSL2	bn	GSK3B
ZNF544	bn	LOC386758
ZNF544	bn	HKR1
ABHD5	bn	REPS2
ABHD5	bn	SLC6A6
ABHD5	bn	ABTB1
ABHD5	bn	TBXAS1
RNF111	bn	EGLN1
PRKCH	bn	MAGEE1
PRKCH	bn	STK39
NUP107	bn	EIF3A
NUP107	bn	PRKX
DCPS	bn	SLC1A4
CCDC109B	bn	CCT8
NPEPL1	bn	ZMYND15
ACSF2	bn	TOX2
MED23	bn	TOB1
IGF2BP2	bn	SEC62
TNFRSF21	bn	CUX2
TNFRSF21	bn	PTPRS
ESF1	bn	THOC2
NOC4L	bn	MYO1G
NOC4L	bn	PACS2
ASB13	bn	FUCA1
ASB13	bn	TCP11L1
1-Mar	bn	C20orf3
1-Mar	bn	KCNE1
CSGALNACT2	bn	NT5DC4
CSGALNACT2	bn	AGTPBP1
CSGALNACT2	bn	ASPH
CSGALNACT2	bn	FAM65B
TESC	bn	BAG1
TESC	bn	PLVAP
TESC	bn	YIPF2
TESC	bn	MAP2K7
NF2	bn	CNP
NF2	bn	ZNF469
ARID1A	bn	TIRAP
ZFAND1	bn	ZNF277
CTBS	bn	RBM33
ZNHIT6	bn	ZNF382
ZNHIT6	bn	C5orf44
ZNHIT6	bn	SLC5A3
ZNHIT6	bn	CYFIP2
ZNHIT6	bn	XPO4
ZNHIT6	bn	BCL11B
ZNHIT6	bn	RAPH1
METTL21D	bn	FAM8A1
METTL21D	bn	CCPG1
METTL21D	bn	NIN
METTL21D	bn	NABP1
ARAP3	bn	C6orf164
ARAP3	bn	PPM1F
PNKP	bn	LOC653513
PNKP	bn	SMURF1
PNKP	bn	MED16
TMEM168	bn	CMAHP
TMEM168	bn	PTPN2
TMEM168	bn	PLCB1
C1RL	bn	FAM126B
DDX60	bn	IFI44
DDX60	bn	IFIH1
DDX60	bn	EPSTI1
POLR1E	bn	ZNF33B
PLAC8	bn	CILP
PLAC8	bn	FAM89A
PIDD	bn	SNORD104
C5orf28	bn	PRKAB2
C5orf28	bn	FLJ43489
OPN3	bn	TSPAN3
PARP8	bn	ADAM17
PARP8	bn	RSBN1L-AS1
PARP8	bn	CEP19
SEMA4C	bn	USP54
LOC285359	bn	GLOD4
LOC285359	bn	RPS20
PPCDC	bn	GPR162
NSMCE4A	bn	DNAJC2
NSMCE4A	bn	APITD1
FAM203A	bn	SLC5A6
FAM203A	bn	BOP1
FAM203A	bn	HAUS7
FAM203A	bn	URGCP
OSBPL10	bn	POU2AF1
OSBPL10	bn	BHLHE41
CYB5R4	bn	GNAI3
CYB5R4	bn	TGFA
CYB5R4	bn	INTS6
CYB5R4	bn	RAB18
CYB5R4	bn	TRIQK
SLC24A3	bn	FSTL1
SPAG16	bn	ZNF256
FKBP11	bn	C17orf66
FKBP11	bn	RORC
PHF10	bn	MID1
PHF10	bn	MRPS9
PHF10	bn	DNAJC18
SAP30L	bn	CABYR
TRMT13	bn	FAM179B
TRMT13	bn	C10orf88
TRMT13	bn	FOPNL
TRMT13	bn	C9orf41
TRMT13	bn	KRIT1
KLHL2	bn	VIM
KLHL2	bn	SRPK1
KLHL2	bn	IDI1
KLHL2	bn	ATP11B
KLHL2	bn	PLXNC1
KLHL2	bn	AGFG1
KLHL2	bn	CSGALNACT2
KLHL2	bn	TMED8
KLHL2	bn	ATP6V1C1
KLHL2	bn	ATP11A
KLHL2	bn	CEP97
CKLF	bn	TXN
FASTKD3	bn	PANX1
HSPA14	bn	CLECL1
ETAA1	bn	TMEM126B
CCNJL	bn	MTMR3
CCNJL	bn	EPHB4
CCNJL	bn	PCYT1A
CCNJL	bn	GLIS2
TGS1	bn	SEC63
C10orf88	bn	FAM175A
CEP63	bn	MGEA5
CEP63	bn	SLC25A51
MRPL46	bn	GATC
MRPL46	bn	C17orf89
MRPL46	bn	ALKBH3
GLTP	bn	TK2
DOCK10	bn	TCERG1
DOCK10	bn	SMN1
DOCK10	bn	DBR1
MSRA	bn	PGLYRP1
THAP1	bn	SNX18
WDR44	bn	SEC23A
ECHDC3	bn	SLC8A1
ECHDC3	bn	SLC31A2
ECHDC3	bn	IL1R2
ECHDC3	bn	SCRG1
ECHDC3	bn	TSC22D3
ECHDC3	bn	FOXC1
ECHDC3	bn	CLEC4E
ECHDC3	bn	PFKFB2
ECHDC3	bn	ZNFX1-AS1
NHLRC2	bn	GOLIM4
ADAP2	bn	SAMD4A
ADAP2	bn	SLC27A3
ADAP2	bn	FAM20C
ADAP2	bn	IQSEC2
ADAP2	bn	SLC37A2
ATHL1	bn	CRIPAK
ATHL1	bn	LOC100507637
MTERFD1	bn	GGCT
DHX58	bn	DBF4B
NAP1L2	bn	BIVM
ALG9	bn	ZSCAN22
NAA16	bn	ARMCX4
CCDC88A	bn	MIS18BP1
TNFRSF25	bn	FAN1
TNFRSF25	bn	ANO9
TNFRSF25	bn	LOC100506990
TNFRSF25	bn	ZNF599
TNFRSF25	bn	ANKRD18A
TREM1	bn	ABHD5
TREM1	bn	LOC100128737
CTC1	bn	PLCD1
ANKRD11	bn	CMTM7
ANKRD11	bn	KAT6A
ANKRD11	bn	MAP3K8
RAI2	bn	SLC44A3
LAMP5	bn	LOC100509445
MRPS31P3	bn	CHD1L
PSMD10	bn	TMCO1
PSMD10	bn	C12orf5
PSMD10	bn	OSTC
PSMD10	bn	MITD1
PSMD10	bn	FER
B3GAT1	bn	LAG3
CLIC3	bn	PTGDS
ZNF267	bn	GNG10
ZNF267	bn	DDX3Y
PLEKHF1	bn	MATK
PLEKHF1	bn	XPNPEP2
PLEKHF1	bn	SH2D2A
PLEKHF1	bn	NCALD
PLEKHF1	bn	LGR6
PLEKHF1	bn	SGSM1
PLEKHF1	bn	TTC22
COG8	bn	NEFH
ABCA7	bn	PHKA2
ABCA7	bn	LOC100216545
TSEN2	bn	LOC286367
TSEN2	bn	ANKRD46
LOC100287515	bn	ALG13
LOC100287515	bn	FAM135A
LOC100287515	bn	IGIP
LOC100287515	bn	MIR17HG
RWDD1	bn	COQ5
RWDD1	bn	GIMAP7
EIF4B	bn	AHCYL1
EIF4B	bn	SMARCC1
EIF4B	bn	WWP1
EIF4B	bn	KIAA1143
EIF4B	bn	LOXL1-AS1
ZNF767	bn	LOC284513
ZNF767	bn	ZHX2
ZNF767	bn	ZNF169
ZNF767	bn	CIRBP
ZNF767	bn	AKT2
SHPK	bn	LOC728537
CD177	bn	SLC9A1
AHSP	bn	RHCE
UXS1	bn	MYC
UXS1	bn	MED1
NLRX1	bn	STK16
SIDT1	bn	LOC284009
PCDH9	bn	DPF3
TTC26	bn	ZC3HAV1
RPL36	bn	RPL10A
RPL36	bn	HPCAL4
RPL36	bn	SUSD4
RPL36	bn	IMMP2L
RPL36	bn	UBE3D
DENND1A	bn	TCN2
GIMAP6	bn	S1PR1
GIMAP6	bn	ADO
GIMAP6	bn	RDH10
WDR55	bn	GRK5
PVRIG	bn	CD81
PVRIG	bn	TMEM99
MTRF1	bn	WDR52
MTRF1	bn	STK36
HERC5	bn	IFIT1
ATF7IP2	bn	RBM19
ATF7IP2	bn	MRI1
LOC100507619	bn	FLJ10038
FRAT1	bn	MXD1
FRAT1	bn	CFLAR
FRAT1	bn	LOC254896
FRAT1	bn	PREX1
CLEC5A	bn	ZNF788
TM6SF1	bn	PAPSS2
TM6SF1	bn	AGPAT9
PSTPIP2	bn	AIM2
PSTPIP2	bn	CEACAM1
PSTPIP2	bn	SORT1
PSTPIP2	bn	CACNA1E
CSDE1	bn	CMAS
CSDE1	bn	REXO2
PCID2	bn	BTG3
PCID2	bn	TMEM107
PCID2	bn	SKA2
PCID2	bn	ARPC5L
PCID2	bn	LOC100506776
TIAM2	bn	RAD52
MCOLN1	bn	ROGDI
MCOLN1	bn	GFI1B
DUSP13	bn	C17orf53
C14orf135	bn	FRYL
PADI4	bn	PTPRN2
PADI4	bn	1-Mar
PADI4	bn	MSRA
PADI4	bn	TANC2
ZNF224	bn	AGPAT4
ZNF224	bn	DNAH1
LUC7L3	bn	THAP9-AS1
LUC7L3	bn	HERC2P2
LUC7L3	bn	MFSD8
CCNL1	bn	TTC32
EDAR	bn	NRCAM
EDAR	bn	GP5
STAP1	bn	BTLA
SLC2A6	bn	LOC284837
SLC2A6	bn	ATF5
SLC2A6	bn	RRAS
SLC2A6	bn	MFSD2A
RTDR1	bn	SPATA6
TLR7	bn	CHN2
TLR7	bn	PDIA3
FAM60A	bn	PDE4D
FAM60A	bn	HIBADH
FAM60A	bn	FBXO45
KPTN	bn	SCO2
KPTN	bn	IRF7
KPTN	bn	PML
KPTN	bn	TRIM78P
KPTN	bn	ODF3B
SH3D21	bn	LOC100506844
LRRC37A	bn	KANSL1
CD244	bn	SLC4A8
CCDC19	bn	C7orf34
CCDC19	bn	KISS1R
DOK3	bn	C1orf200
DOK3	bn	GRK6
DOK3	bn	POR
DOK3	bn	DNAJC5
SAMSN1	bn	C1GALT1C1
SAMSN1	bn	C5orf30
CCRL1	bn	FAM66C
SLC12A9	bn	LOC100506229
NME8	bn	MCTP2
NME8	bn	LOC100132062
LOC441402	bn	FAM48A
SPTLC3	bn	ALDOAP2
SIRPG	bn	TESPA1
CLEC1B	bn	MYCT1
FAM35A	bn	ZNF642
FAM35A	bn	GOLGA6L3
FAM35A	bn	TIMM17A
FAM35A	bn	OXSM
FAM35A	bn	PLEKHH1
FAM35A	bn	RNF170
FAM35A	bn	LARP1B
FAM35A	bn	PRMT10
RETN	bn	RAB13
KLRF1	bn	NCAM1
KLRF1	bn	MIR181A2HG
TBX21	bn	AGAP1
MIR4448	bn	LOC100506974
MIR4448	bn	LOC153682
ANP32A-IT1	bn	RHD
C8orf60	bn	CYTH4
C8orf60	bn	TCP11L2
C8orf60	bn	LOC399900
C8orf60	bn	LOC100653271
C8orf60	bn	FMNL1
C8orf60	bn	YPEL3
C8orf60	bn	TPM3
C8orf60	bn	ANKRD13D
SLC12A6	bn	EMR2
CRYL1	bn	ZBTB43
C6orf48	bn	RPS21
HBQ1	bn	LOC100287598
CLTC-IT1	bn	GNL3L
NDUFA13	bn	VAMP8
DDX47	bn	RBBP7
DDX47	bn	WDR77
DDX47	bn	AKAP1
DDX47	bn	PRKCQ
DDX47	bn	NOLC1
DDX47	bn	TCTN3
DDX47	bn	SRR
DDX47	bn	DIS3L
DDX47	bn	LOC100506114
RUNX1-IT1	bn	ZBTB7A
RUNX1-IT1	bn	SCFD1
NAA35	bn	FANK1
EDEM3	bn	CEP170
EDEM3	bn	PEX2
EDEM3	bn	FAM91A1
EDEM3	bn	MBTD1
EDEM3	bn	ACTR3
EDEM3	bn	TIPRL
EDEM3	bn	MTM1
TMEM223	bn	MED19
ST6GALNAC4	bn	PTMS
ST6GALNAC4	bn	SHARPIN
ANKRD36B	bn	LOC148189
MANSC1	bn	PIK3CG
MANSC1	bn	MGAM
ATP1A1	bn	CCT6A
TSPAN9	bn	SCN1B
SHARPIN	bn	SLC48A1
EPB41L5	bn	STAT2
SNX27	bn	MTMR7
SNX27	bn	SBF2-AS1
LBH	bn	RPA1
SLC25A32	bn	KDELC2
PLA2G12A	bn	WHAMMP2
PLA2G12A	bn	NGFRAP1
APH1B	bn	IMPA2
GTPBP8	bn	ZNF331
TLR4	bn	PSEN1
TLR4	bn	TLR8
DENND2D	bn	APBA2
DENND2D	bn	LOC92249
DENND2D	bn	CHI3L2
DENND2D	bn	ATP10A
DENND2D	bn	CARKD
DENND2D	bn	LOC100132815
DENND2D	bn	SLC25A42
CSAD	bn	FKBP15
STAG3L1	bn	ZNF426
STAG3L1	bn	CFDP1
STAG3L1	bn	TRMT10B
ZCCHC10	bn	COPS2
ZCCHC10	bn	JRKL
ZCCHC10	bn	SLC25A46
ZCCHC10	bn	NOC3L
MSANTD2	bn	C16orf52
MSANTD2	bn	SNORD50A
NPL	bn	RAB5A
SCMH1	bn	LPAR5
KLHL3	bn	ADAMTS17
KLHL3	bn	C17orf67
C1orf56	bn	PRPH2
ARID4B	bn	SF3B1
ARID4B	bn	ZMYM2
ARID4B	bn	UBXN4
ARID4B	bn	NEMF
ARID4B	bn	GPBP1
ARID4B	bn	SCAF11
ARID4B	bn	MDM4
TGFBRAP1	bn	CCDC88C
TGFBRAP1	bn	SEC63
FZD5	bn	RGPD1
MUTED-TXNDC5	bn	CD38
MUTED-TXNDC5	bn	NLRP7
MZB1	bn	LAMC1
MZB1	bn	IGLV6-57
MZB1	bn	GPRC5D
RNASEL	bn	AKAP13
FFAR2	bn	IL1RN
RPL15	bn	CLNS1A
RPL15	bn	CSF1
RPL15	bn	EEF1A1
BNIP3L	bn	GYPE
BNIP3L	bn	C20orf196
CUTA	bn	HMGA1
CUTA	bn	DKK3
CUTA	bn	LGALSL
KPNA3	bn	FUBP3
ANP32E	bn	NMD3
SMCR7L	bn	EI24
PLVAP	bn	SHISA4
EIF4EBP1	bn	GPBAR1
EIF4EBP1	bn	UQCRC1
EIF4EBP1	bn	CARD9
EIF4EBP1	bn	ARRB1
EIF4EBP1	bn	TMEM205
EIF4EBP1	bn	FAM116B
GTF2H2	bn	HOXA10-HOXA9
GTF2H2	bn	GTF2H2B
CRISPLD2	bn	KLF7
CRISPLD2	bn	MAML3
LEF1	bn	PAICS
LEF1	bn	ITGA6
LEF1	bn	SCML1
LEF1	bn	USP51
DUSP10	bn	GCH1
TRAF3	bn	ZFP64
SLC26A6	bn	CHST2
SLC26A6	bn	TRPM2
MIR1304	bn	CLEC2D
ALDH6A1	bn	ZFP64
FAIM3	bn	C3orf37
FAIM3	bn	B3GNT1
FAIM3	bn	IL24
FAIM3	bn	NFATC1
FAIM3	bn	NPIPL2
FAIM3	bn	ZNF607
FAIM3	bn	CCL28
FAIM3	bn	CLYBL
FAIM3	bn	HIP1R
TMEM126B	bn	PRPF39
TMEM126B	bn	CDADC1
TRIM10	bn	YIPF6
TRIM10	bn	DCAF12
CACNA1I	bn	SOX8
CACNA1I	bn	C14orf132
IGK@	bn	TNFRSF17
IGK@	bn	IGKC
IGK@	bn	CKAP2
IGK@	bn	IGH@
IGK@	bn	MUTED-TXNDC5
ASUN	bn	HCFC2
IMP3	bn	AKR1B1
IMP3	bn	EIF3F
MRPS18A	bn	CENPBD1
MRPS18A	bn	ARHGDIA
DDX50	bn	CCDC25
DDX50	bn	IFT74
DDX50	bn	ZNF432
DDX50	bn	DCAF13
BABAM1	bn	NME4
BABAM1	bn	STOML2
WDR74	bn	SLC2A11
WDR74	bn	ARL2
WDR74	bn	VEGFB
WDR74	bn	FLT3LG
WDR74	bn	ILVBL
WDR74	bn	C17orf81
WDR74	bn	GPAT2
AKAP13	bn	SP110
RPL22	bn	GPR183
RPL22	bn	APEX1
RPL22	bn	BZW2
RPL22	bn	C6orf48
RPL22	bn	PCYOX1
VCAN	bn	APCDD1
VCAN	bn	TMTC2
VCAN	bn	TMEM144
C19orf10	bn	CENPW
PANK3	bn	PDCD6IP
PANK3	bn	HELZ
PANK3	bn	SAR1B
PANK3	bn	USP31
MPHOSPH8	bn	DSERG1
MPHOSPH8	bn	FUS
ELK3	bn	PRNP
ELK3	bn	10-Sep
ELK3	bn	TMEM135
ELK3	bn	SLC25A30
ELK3	bn	PHACTR2
JHDM1D	bn	BOD1L1
DNAJC10	bn	SNX4
NEFL	bn	LOC283174
KANSL2	bn	PTPRM
KANSL2	bn	TSPYL4
KANSL2	bn	TASP1
KANSL2	bn	PCBD2
C5orf30	bn	HIC1
8-Mar	bn	GSPT1
8-Mar	bn	OSBP2
8-Mar	bn	C17orf39
KLF4	bn	PLAGL2
KLF4	bn	FZD1
KLF4	bn	S1PR3
AGAP11	bn	AGAP10
FAM63A	bn	TREML2
FAM63A	bn	APH1B
SIRT3	bn	AGPAT4-IT1
SIRT3	bn	LOC153684
CDK17	bn	PUM2
CDK17	bn	SLC19A2
CDK17	bn	KIAA0528
CDK17	bn	FAM214A
CDK17	bn	ZNF25
CDK17	bn	CDK13
CDK17	bn	SASS6
SEH1L	bn	FAM76B
SEH1L	bn	PABPC4
SEH1L	bn	RNMT
SEH1L	bn	SLC7A6
SEH1L	bn	DDI2
SEH1L	bn	SLC18B1
SEH1L	bn	TMEM57
GLRX5	bn	ARG2
GLRX5	bn	SIAH2
GLRX5	bn	ANKRD9
EOGT	bn	HES1
EOGT	bn	IPO11
YIPF2	bn	PRR5
RPUSD2	bn	POLH
RPUSD2	bn	PNMA3
NOL11	bn	CDK6
LOC100506076	bn	CCDC66
HLA-F	bn	LOC100131434
LAGE3	bn	ETHE1
LAGE3	bn	PRMT1
LAGE3	bn	EIF3G
LAGE3	bn	MRPS24
RPL10	bn	MGC12488
RPL10	bn	LOC100653301
RPL10	bn	ORAOV1
VRK3	bn	GNG7
LETM1	bn	COG2
LETM1	bn	FTO
LETM1	bn	ALDH6A1
LETM1	bn	PYGO2
MTO1	bn	CTPS1
MTO1	bn	STK39
LRCH4	bn	CNPY3
LRCH4	bn	BCKDK
LRCH4	bn	TLE3
LRCH4	bn	SESN2
LRCH4	bn	NFAM1
LRCH4	bn	ZNF865
OPLAH	bn	DDAH2
ZNF45	bn	LOC339290
ZNF45	bn	CEP128
GNB2L1	bn	EME2
GNB2L1	bn	BLM
GNB2L1	bn	CROCCP3
GNB2L1	bn	PPIEL
GNB2L1	bn	CSNK1E
GNB2L1	bn	CXorf65
KIF18B	bn	TOP2A
KIF18B	bn	NUSAP1
FAHD2A	bn	CAPZA1
IL27RA	bn	FAF1
IL27RA	bn	HEATR6
HIST1H2BD	bn	HIST2H2BE
HIST1H2BD	bn	HIST1H2AM
RACGAP1	bn	SYT11
RACGAP1	bn	PERP
SLC2A14	bn	SLC2A3
AMIGO2	bn	POP1
FBXO11	bn	HOMER1
AGFG2	bn	SLC9B2
EXOC1	bn	TOPBP1
EXOC1	bn	KDM3A
EXOC1	bn	SLC35A5
EXOC1	bn	ODF2L
AGK	bn	PDP2
AGK	bn	SOCS7
AGK	bn	OSGEPL1
GPR89A	bn	RFC4
GPR89A	bn	SPIN2A
GPR89A	bn	FAM98A
GPR89A	bn	UBA5
GPR89A	bn	CENPJ
GPR89A	bn	SNX5
GPR89A	bn	PSMB2
GPR89A	bn	MMAA
GPR89A	bn	LOC643733
RHOT1	bn	WBP4
RHOT1	bn	SNX13
RHOT1	bn	DHX40
NT5C1B-RDH14	bn	MTUS1
NT5C1B-RDH14	bn	ZNF823
SLC27A3	bn	SLC6A12
DBNDD1	bn	LOC100128252
POM121L9P	bn	RPF1
MRPS30	bn	RAD1
SCAF4	bn	RBM4B
SCAF4	bn	SND1-IT1
SCAF4	bn	LOC100506965
SCAF4	bn	REV3L
SCAF4	bn	DCAF8
SCAF4	bn	SLC38A9
SCAF4	bn	PSMB7
ZBTB20	bn	SLC3A1
ZBTB20	bn	NBPF10
COPZ1	bn	RSU1
PTPLAD1	bn	PARP2
MLL3	bn	ACOT7
MLL3	bn	MKLN1
MLL3	bn	PIK3C3
UBE2H	bn	ARHGEF12
UBE2H	bn	GABARAPL2
UBE2H	bn	FOXO3
SPIN1	bn	CBFB
SPIN1	bn	CDC23
SPIN1	bn	MTMR2
SPIN1	bn	MEX3C
SPIN1	bn	RAB7L1
ARMCX3	bn	ETNK1
PPP6R3	bn	SRSF4
KIAA0319L	bn	HNRPDL
KIAA0319L	bn	SLC25A34
KIAA0319L	bn	B3GNTL1
KIAA0319L	bn	CLDN9
KIAA0319L	bn	RGL3
KIAA0319L	bn	NF1
ERBB2IP	bn	DDX3X
ERBB2IP	bn	C18orf25
TOMM22	bn	EIF1AX
TOMM22	bn	RPAIN
TOMM22	bn	MEAF6
FXC1	bn	MGC57346
FXC1	bn	C14orf1
FXC1	bn	MRPS27
FXC1	bn	TMEM41A
DCTN4	bn	DCUN1D1
DCTN4	bn	UBQLN1
DCTN4	bn	SCYL2
DCTN4	bn	POC1B
POLR3E	bn	LOC256021
POLR3E	bn	ANKRD36BP2
POLR3E	bn	FTSJ1
POLR3E	bn	RPL37A
POLR3E	bn	GSTA1
TMEM167B	bn	CAPZA2
TMEM167B	bn	SHOC2
TMEM167B	bn	GALNT4
SLC25A37	bn	PPP3R1
SLC25A37	bn	MAP2K3
CRBN	bn	NCOA7
DERL1	bn	MGAT2
STMN3	bn	C1orf145
STMN3	bn	SIRPG
STMN3	bn	ALS2CL
STMN3	bn	RLTPR
STMN3	bn	1-Sep
STMN3	bn	RGS8
PDP1	bn	VPS26A
PDP1	bn	ACBD3
PDP1	bn	NRIP1
PDP1	bn	FBXW7
DHX40	bn	LOC100134937
XPR1	bn	TWSG1
UBA6	bn	TRNT1
RCOR3	bn	LEPROTL1
ZNF639	bn	KPNA5
VPS54	bn	SLC36A4
RFX7	bn	EIF4A2
RFX7	bn	ABCD3
RFX7	bn	ANAPC10
RFX7	bn	FAM190B
RFX7	bn	UBE2N
RFX7	bn	FBXO4
RFX7	bn	LMAN1
RFX7	bn	JMY
COMMD10	bn	OSTC
PLBD1	bn	PTPRJ
XPO4	bn	LOC285359
PPP1R3B	bn	ETS2
PPP1R3B	bn	TRIB1
PPP1R3B	bn	C16orf72
ASH1L	bn	SF1
ASH1L	bn	PRPF38B
SLC35B3	bn	RCBTB2
SLC35B3	bn	ANKRD49
SLC35B3	bn	CGGBP1
SLC35B3	bn	CYSLTR1
SDPR	bn	MMD
SDPR	bn	MFAP3L
SDPR	bn	ASAP2
SDPR	bn	DNM3
SDPR	bn	CXCL5
SDPR	bn	ANO6
SDPR	bn	RAB27B
C11orf71	bn	LOC100506314
C15orf29	bn	LOC728052
TMEM206	bn	DCBLD1
TRNT1	bn	MED7
ARRB1	bn	PQLC2
ARRB1	bn	FOSB
ARRB1	bn	ARHGAP22
ARRB1	bn	PLEKHO1
ZNF703	bn	PLAGL2
ZNF703	bn	CDKN1C
ZNF703	bn	MRAS
C11orf1	bn	EBAG9
C11orf1	bn	C9orf123
CHST12	bn	GPR114
FTSJD1	bn	PREPL
CTPS2	bn	DCTN1
CTPS2	bn	IPW
CTPS2	bn	LOC100131067
TNRC6C	bn	ZCCHC11
NUDT5	bn	PKP4
PAPOLG	bn	LMBR1
FLVCR2	bn	CYBB
FLVCR2	bn	EMILIN2
B3GNT2	bn	CPEB3
TMEM40	bn	CABP5
BCL11B	bn	DNAJC16
BCL11B	bn	USP37
TESPA1	bn	TNFRSF25
TESPA1	bn	FBXL16
CLEC4E	bn	TLR2
CLEC4E	bn	ORM1
CLEC4E	bn	ALOX15B
CLEC4E	bn	IRS2
CLEC4E	bn	GPER
CLEC4E	bn	TRPM6
CLEC4E	bn	FKBP5
CLEC4E	bn	SPTLC2
CLEC4E	bn	MKNK1
CLEC4E	bn	LOC646329
RAB10	bn	TMX1
RAB10	bn	ZNRF2
UBQLN1	bn	AUH
MAF1	bn	PA2G4
MAF1	bn	UBL7
MAF1	bn	GTDC2
MAF1	bn	FAM100A
MAF1	bn	ARHGAP8
OSTC	bn	ACAT1
OSTC	bn	MAGOH
OSTC	bn	MAGOHB
OSTC	bn	TMEM126A
OSTC	bn	CCDC43
UBXN6	bn	GYPC
UBXN6	bn	CDC34
UBXN6	bn	EMC3
UBXN6	bn	SLC38A5
TBL1XR1	bn	MTF2
TBL1XR1	bn	KLHL15
NOB1	bn	SHMT2
FARSB	bn	SNRPA
NAA20	bn	COG5
FUNDC2	bn	UQCR11
FUNDC2	bn	CCDC15
SLC40A1	bn	LOC100130855
CMTM6	bn	NFE2L2
CMTM6	bn	SRGN
CMTM6	bn	APAF1
CMTM6	bn	LAMTOR3
CMTM6	bn	UBE2W
CMTM6	bn	CREBRF
C1orf198	bn	MITF
C1orf198	bn	PLA2G12A
STARD3NL	bn	SPCS3
IER3IP1	bn	CYCS
IER3IP1	bn	ZNF468
RNF19A	bn	ZFAND4
ECHDC1	bn	CCNYL1
ANKH	bn	HBQ1
ANKH	bn	SPPL3
MARVELD1	bn	TRIM7
MARVELD1	bn	MYO7A
NOP58	bn	ZNF84
NOP58	bn	NKRF
NOP58	bn	GOLGA8A
NOP58	bn	MALT1
NOP58	bn	ZNF10
NOP58	bn	PTCD3
NOP58	bn	METTL15
FUCA2	bn	MTMR11
FUCA2	bn	ALDH3A2
FUCA2	bn	CD86
FUCA2	bn	SLC43A3
FUCA2	bn	SLC46A2
FUCA2	bn	TTYH3
FUCA2	bn	OAF
FUCA2	bn	HAVCR2
SFRP2	bn	C21orf58
SFRP2	bn	HBG1
PITHD1	bn	ALDH5A1
PITHD1	bn	DNAJA4
MYLIP	bn	ABCA1
DHX36	bn	USP47
DHX36	bn	DTWD1
DHX36	bn	EXOC4
HDHD2	bn	LSM11
KIAA1147	bn	LEAP2
KIAA1147	bn	TTC3
KIAA1147	bn	SEPHS1
KIAA1147	bn	MRPS31P3
KIAA1147	bn	CHD6
ZC3HC1	bn	METTL13
ORMDL1	bn	PCM1
ORMDL1	bn	PION
ORMDL1	bn	USP16
ORMDL1	bn	SMC6
ORMDL1	bn	DONSON
ORMDL1	bn	ALS2
MLL5	bn	RC3H2
COX16	bn	SH2D1A
COX16	bn	CHD9
COX16	bn	MRPL50
SESN2	bn	CABLES2
FAM198B	bn	SPTSSA
FAM198B	bn	HTR7P1
ZDHHC16	bn	TRMT1
PARP9	bn	NMI
PARP9	bn	TRIM5
PARP9	bn	CASP1
PARP9	bn	TRIM22
PARP9	bn	GBP2
LDOC1L	bn	TOX
AP2A1	bn	AKT1S1
KLHL7	bn	PPIL4
STRADB	bn	CSDA
C5orf62	bn	LOC401093
USP38	bn	STAM
SEC11C	bn	ANKRD37
CCDC82	bn	C4orf33
PNPLA8	bn	TBC1D15
ABCB10	bn	XPR1
ABCB10	bn	MOB1B
TMEM126A	bn	MRPS28
MS4A7	bn	HMOX1
LIN7C	bn	CEPT1
LIN7C	bn	BPNT1
DNAJC30	bn	RWDD2B
DNAJC30	bn	ASB13
DNAJC30	bn	RNF26
PLEKHA3	bn	LMBRD2
TBC1D22B	bn	LRRC8A
ZNF581	bn	CCDC85B
ZNF581	bn	PRSS21
ZNF581	bn	RABL6
ZNF581	bn	C1orf86
ZNF581	bn	CHEK1
SGPP1	bn	C5orf15
SGPP1	bn	PDP1
SGPP1	bn	SMAD5
SF3B14	bn	CKLF
SF3B14	bn	C2orf76
ANKRD13C	bn	CRYZ
ANKRD13C	bn	SREK1
ANKRD13C	bn	AGPAT5
ANKRD13C	bn	GOLT1B
ANKRD13C	bn	ICA1L
OSBP2	bn	TMCC2
OSBP2	bn	C1orf116
SENP7	bn	PCF11
SENP7	bn	ZNF322
REG4	bn	LRRN3
SEMA6A	bn	MDS2
MRPL47	bn	NDUFS4
TMEM120A	bn	FADD
TMEM120A	bn	NQO2
TMEM120A	bn	S1PR4
TMEM120A	bn	NLRX1
TMEM120A	bn	FAM27A
TMEM120A	bn	CD82
C2orf56	bn	C8orf44
ZNF700	bn	FBXW2
KIAA1683	bn	LOC100131607
KIAA1704	bn	TMSB15A
KIAA1704	bn	PLEKHA5
